"month","lat","long","year","tmax"
1,50.5725,-127.0722,1,-1.41151406601208
1,67.12469,-151.39031,1,-15.7193777550364
1,51.19236,-127.3866,1,-2.82185735155248
1,67.0747,-150.82272,1,-16.7157478263566
1,61.0771,-138.37522,1,-10.8080126659271
1,61.018,-138.092,1,-10.8080126659271
1,60.95,-137.95778,1,-10.8080126659271
1,66.02227,-147.5683,1,-13.2129372681898
1,67.58333,-151.41667,1,-18.12098003229
1,48.6722200000001,-124.84444,1,-3.29402180163599
1,67.41667,-149.8,1,-17.7618518024867
1,61.23867,-136.93487,1,-13.4930484103793
1,49.7887,-125.1271,1,-5.60548239036097
1,61.521,-137.317,1,-13.4930484103793
1,48.59639,-124.19667,1,-4.05627883052664
1,66.06742,-145.40886,1,-12.4582683375277
1,48.52917,-124.00222,1,-4.05627883052664
1,60.8498399999999,-135.76982,1,-11.6844565356822
1,69.71098,-155.21153,1,-23.0035118269379
1,48.35194,-123.68167,1,-3.97713595118891
1,56.23956,-130.06957,1,-9.95116339179942
1,56.23949,-130.06229,1,-9.95116339179942
1,70.39675,-157.42447,1,-24.7600437168738
1,48.58358,-123.68572,1,-4.74066796035652
1,60.81122,-135.34404,1,-13.0802876720074
1,67.43333,-147.85,1,-18.0137141851937
1,48.90556,-123.83333,1,-5.30307686585789
1,48.45582,-123.5159,1,-4.74066796035652
1,48.78707,-123.67876,1,-4.74066796035652
1,57.481,-130.84004,1,-11.7001181047657
1,60.07281,-133.80824,1,-12.9674805676056
1,51.31,-124.98,1,-13.1774346862281
1,68.65359,-149.68333,1,-21.2918668801375
1,68.6288900000001,-149.42149,1,-21.070680547899
1,68.66297,-149.36063,1,-21.070680547899
1,57.5923599999999,-130.11108,1,-12.6420267963519
1,60.51341,-133.2124,1,-15.9490267193468
1,66.58333,-143.15,1,-13.9368470600545
1,49.31934,-122.56279,1,-11.3172199352642
1,49.30833,-122.54722,1,-11.3172199352642
1,68.3333300000001,-146.48333,1,-19.9251556592428
1,64.63333,-138.4,1,-16.4914018616087
1,70.28167,-151.19194,1,-23.9615764978312
1,68.26667,-145.21667,1,-20.3298375158404
1,58.89001,-129.83681,1,-17.8718737477296
1,67.2,-142.06667,1,-15.362771108131
1,49.49253,-121.43286,1,-16.0210241363117
1,49.98997,-121.49568,1,-16.0443946853037
1,60.03333,-129.01667,1,-22.1807624887275
1,67.90308,-140.90574,1,-17.452446256799
1,61.6833300000001,-130.65,1,-21.0445471802218
1,69.29504,-143.79003,1,-20.4075728495011
1,68.06781,-140.96677,1,-17.7027515752784
1,67.4437,-139.66866,1,-17.4827637160654
1,67.4334700000001,-139.63009,1,-17.4827637160654
1,49.191,-120.0974,1,-19.6864949461133
1,51.66122,-121.47227,1,-19.6383539151966
1,68.06064,-140.49639,1,-17.7027515752784
1,49.1188,-119.6835,1,-19.6864949461133
1,49.1188600000001,-119.678,1,-19.6864949461133
1,49.317,-119.73,1,-19.6864949461133
1,67.86892,-139.25961,1,-18.4995268052347
1,67.94891,-139.31373,1,-18.4995268052347
1,65.94222,-135.51417,1,-19.5776395201041
1,67.96551,-139.20824,1,-18.4995268052347
1,66.05,-135.65556,1,-19.5776395201041
1,53.64304,-121.50872,1,-21.5343497257302
1,68.38333,-138.38333,1,-19.3982695962987
1,68.82343,-138.75904,1,-19.4244671215755
1,58.4849999999999,-124.688,1,-23.2700586147678
1,58.39351,-124.60509,1,-23.2700586147678
1,58.573,-124.564,1,-23.2700586147678
1,53.51773,-120.68095,1,-21.734617130969
1,63.01667,-128.8,1,-22.0377509738068
1,52.10981,-119.30346,1,-24.3308805490187
1,49.48998,-117.64692,1,-22.752455275314
1,51.03992,-118.15429,1,-25.6157391953319
1,56.25,-121.42,1,-24.8380032089953
1,49.49605,-116.9055,1,-24.5436829067269
1,52.73333,-118.36667,1,-26.4751803801604
1,60.35667,-123.64667,1,-26.5928955650333
1,64.16667,-127.61667,1,-22.5199617318724
1,68.26667,-133.46667,1,-20.7863132320363
1,64.65,-128.08333,1,-22.4358118583347
1,67.65,-132.01667,1,-20.9519911699344
1,55.51139,-119.58333,1,-27.1108643086607
1,55.575,-119.43333,1,-27.1108643086607
1,57.45,-120.66667,1,-28.0870959327299
1,52.73333,-117.61667,1,-27.0234753301702
1,59.51667,-122.16667,1,-28.975836567088
1,52.20487,-117.23923,1,-28.131145287279
1,52.2054,-117.22,1,-28.131145287279
1,52.24167,-117.21667,1,-28.131145287279
1,49.46779,-115.77346,1,-25.6382044612631
1,50.785,-116.39431,1,-28.5118248342432
1,69.05,-133.45,1,-20.5549610560138
1,50.78295,-116.3678,1,-28.5118248342432
1,65.01667,-127.48333,1,-21.8839379454986
1,56.71667,-119.71667,1,-30.2565019955155
1,69.28333,-133.58333,1,-20.5549610560138
1,52.78333,-117.11667,1,-27.9695910509599
1,51.35972,-116.35,1,-28.9174016606669
1,52.78333,-117.08333,1,-27.9695910509599
1,56.76667,-119.48333,1,-30.2565019955155
1,51.34306,-116.3125,1,-28.9174016606669
1,51.65,-116.41667,1,-28.9174016606669
1,65.21667,-127.05,1,-21.8839379454986
1,50.77669,-115.93464,1,-28.5118248342432
1,69.11667,-132.16667,1,-20.8427106883401
1,65.23333,-126.41667,1,-21.7479620296621
1,65.21667,-126.11667,1,-21.7479620296621
1,50.624,-114.617,1,-26.7597456656186
1,50.81468,-114.60076,1,-26.7597456656186
1,50.86307,-114.17627,1,-26.7597456656186
1,50.9769399999999,-113.35639,1,-28.5151588867315
1,51.68264,-113.56391,1,-29.362288140625
1,52.06528,-113.47833,1,-31.2408491776371
1,62.05,-118.7,1,-29.9297291571548
1,52.67778,-113.12694,1,-32.0383239036708
1,51.36138,-112.26886,1,-31.499013483569
1,50.16073,-111.68427,1,-29.6418654518866
1,54.72528,-112.48083,1,-35.2817220061069
1,52.58498,-111.58826,1,-34.0917671078766
1,50.15988,-110.37492,1,-31.5478065471893
1,59.25,-114.15,1,-36.0299479453973
1,52.10938,-110.76716,1,-34.5550191867882
1,49.66388,-109.90907,1,-31.1510187874821
1,69.07635,-121.44339,1,-20.1587345670524
1,49.46566,-109.67264,1,-31.6858659104463
1,71.75,-124.26667,1,-27.238369840343
1,57.76667,-112.1,1,-38.7073769474886
1,71.78333,-122.66667,1,-25.9046838859466
1,64.0537,-114.10713,1,-28.7660251000966
1,72.009,-121.1,1,-25.4311927155368
1,50.87361,-107.93333,1,-34.1780503280512
1,72.36667,-119.83333,1,-26.8640130698694
1,67.83333,-115.31667,1,-21.9536717346877
1,73.4658000000001,-120.453,1,-29.5844276115718
1,73.5333299999999,-120.21667,1,-29.5844276115718
1,63.0666700000001,-110.79167,1,-32.3332860381184
1,52.0174,-106.5224,1,-37.7705036976422
1,50.32056,-105.88389,1,-36.1071294997499
1,64.13333,-110.58333,1,-30.3451620769358
1,64.11667,-110.56667,1,-30.3451620769358
1,53.60371,-106.50275,1,-39.5283087473707
1,53.8,-106.07917,1,-39.7894935495328
1,53.2375,-105.725,1,-39.3492865244507
1,54.59052,-105.98167,1,-40.4378384764558
1,71.344,-113.78145,1,-25.9571044297351
1,69.807,-112.077,1,-23.9855425618035
1,55.04398,-105.3915,1,-40.8736510425326
1,55.26667,-105.26667,1,-40.8005158176291
1,55.33061,-105.05685,1,-40.8005158176291
1,50.78,-104,1,-37.7216842492221
1,55.42836,-104.94231,1,-41.3450042172376
1,49.81667,-102.3,1,-38.5472570428153
1,52.235,-102.0434,1,-40.6066600995991
1,66.34697,-104.94659,1,-28.4089454141745
1,61.5833300000001,-103.48333,1,-37.1494212012146
1,51.28652,-101.32845,1,-40.2390362366798
1,54.74222,-101.68167,1,-42.3251910770774
1,53.9586,-101.35,1,-42.1345235757123
1,51.65139,-100.89889,1,-40.709136081931
1,56.84167,-101.04194,1,-43.155185281836
1,62.63333,-101.23333,1,-34.8432322760752
1,61.24444,-100.95139,1,-37.6612479726455
1,61.16667,-100.91667,1,-37.6612479726455
1,49.8369,-99.5909,1,-39.1838750194748
1,50.6907,-99.6594,1,-39.3342435574486
1,49.4427,-99.2976,1,-39.0190537749124
1,49.44254,-99.29758,1,-39.0190537749124
1,63.03333,-100.75,1,-33.9509904333788
1,64.71667,-100.46667,1,-30.984792588196
1,53,-98.25,1,-41.5976095023571
1,49.02287,-97.23214,1,-39.695420679296
1,59.40235,-97.4968,1,-38.5075357720595
1,73.5913899999999,-98.53889,1,-36.1533140182962
1,73.13333,-95.28333,1,-36.2743411570847
1,72.58333,-95.06667,1,-35.7655666375878
1,69.9,-95.07,1,-33.1620315281589
1,57.75917,-95.19639,1,-40.3687192653659
1,49.74201,-95.22863,1,-39.0475619337578
1,57.53361,-94.31667,1,-40.0540974029231
1,57.19944,-94.19861,1,-40.264163874635
1,57.075,-94.18917,1,-40.264163874635
1,51.38333,-94.25,1,-40.6391355895355
1,49.58333,-93.75,1,-39.3219179180992
1,49.65882,-93.72746,1,-39.3219179180992
1,68.577,-91.924,1,-33.7386716309191
1,49.3500000000001,-92.7,1,-39.6740715906679
1,49.48,-92,1,-39.8636389546215
1,52.52949,-91.37583,1,-43.2684744783978
1,49.93333,-91.56667,1,-40.9176043670816
1,73.0347199999999,-85.21667,1,-40.5554617078494
1,50.91667,-90.45,1,-42.2228623213915
1,75.3499999999999,-82.5,1,-46.8395329375075
1,52.11667,-90.08333,1,-43.0176867302592
1,51.83861,-89.61722,1,-43.0792026029402
1,78.49167,-76.78,1,-44.4788142951462
1,48.4074999999999,-89.34667,1,-37.5868556584947
1,48.42222,-89.32389,1,-37.5868556584947
1,48.56,-88.74,1,-38.6726083897345
1,54.30556,-84.55833,1,-45.0552013836097
1,53.27307,-84.21244,1,-44.891470980853
1,50.98,-84.605,1,-43.2426683648275
1,48.21,-84.93,1,-39.7938526940223
1,51.42,-83.65,1,-43.7820042613768
1,47.30833,-84.25833,1,-37.3587493583779
1,51.608,-82.316,1,-43.8770845116025
1,70.45722,-68.51833,1,-44.3088513101028
1,49.18333,-81.26667,1,-41.8607292543818
1,47.31667,-81.76667,1,-39.4754441735254
1,48.4,-81.31667,1,-40.4749645410809
1,46.6,-81.5,1,-37.2246259743415
1,50.22,-80.2,1,-42.1061361763934
1,41.92,-82.76,1,-28.287497868739
1,42.08806,-82.6375,1,-29.3084390997707
1,42.98,-82.32,1,-31.0933613455352
1,57.60361,-76.3425,1,-45.8377301440553
1,45.15,-81.41667,1,-34.144981295724
1,57.11667,-76.37833,1,-45.8210966686901
1,45.1700000000001,-81.32,1,-33.4441894781842
1,46.82833,-80.69833,1,-38.4763509412421
1,58.58333,-75.25,1,-45.6352717290341
1,58.57833,-75.245,1,-45.6352717290341
1,43.1800000000001,-81.75,1,-31.076066935629
1,43.22,-81.73,1,-31.076066935629
1,57.91667,-75.61667,1,-45.8283440884357
1,42.26289,-81.87638,1,-28.8128621462453
1,42.3371,-81.85132,1,-30.0446308759729
1,58.14167,-75.15,1,-45.6352717290341
1,44.73314,-81.00585,1,-33.4441894781842
1,47.18,-80.16,1,-39.2536144782814
1,48.50389,-79.63778,1,-40.8822288372809
1,47,-80.11667,1,-38.3392846385203
1,44.74,-80.86,1,-33.3656900270762
1,42.91667,-81.25,1,-31.1707530367809
1,47.23,-79.78,1,-39.2536144782814
1,43.5,-81,1,-32.4032343349353
1,54.02778,-76.64389,1,-44.6570115470009
1,54.79944,-76.14556,1,-45.1147374818396
1,56.1,-75.28333,1,-45.3418849735439
1,45.05,-80.09,1,-34.6291657320524
1,56.28333,-75.1,1,-45.5547293962225
1,43.225,-80.65972,1,-32.2368008546917
1,43.91,-80.4,1,-33.2590842395141
1,44.3700000000001,-80.25,1,-33.6866127408403
1,43.9,-80.4,1,-33.2590842395141
1,44.83891,-79.98368,1,-33.8435576201893
1,47.2875,-79.11667,1,-38.5545254697723
1,54.04722,-76.12028,1,-44.6570115470009
1,44.82,-79.98,1,-33.8435576201893
1,62.90812,-69.88884,1,-40.7884764921422
1,56.02333,-74.945,1,-45.0495775077772
1,43.23667,-80.41333,1,-31.078337000507
1,46.29812,-79.38704,1,-36.8855310481425
1,43.23333,-80.36667,1,-31.078337000507
1,44.93,-79.78,1,-33.476182398932
1,53.09083,-76.33917,1,-43.6448153759589
1,55.11083,-75.24889,1,-44.9114679281244
1,43.26052,-80.26015,1,-31.078337000507
1,45.38,-79.51,1,-34.2824735226602
1,44.78,-79.68,1,-33.476182398932
1,45.41,-79.39,1,-35.6653120888764
1,45.21667,-79.45,1,-34.2824735226602
1,43.46417,-79.99056,1,-31.078337000507
1,57.60569,-73.40515,1,-45.2767089277308
1,43.46139,-79.95306,1,-32.6474309255599
1,43.46707,-79.94957,1,-32.6474309255599
1,43.44004,-79.95654,1,-31.078337000507
1,46.4,-78.91667,1,-37.4694586019639
1,43.46306,-79.91778,1,-31.3518142167025
1,45.38833,-79.21917,1,-35.9318643108096
1,43.2680000000001,-79.922,1,-29.7516504489278
1,43.33,-79.82,1,-29.7516504489278
1,44.19583,-79.51278,1,-32.6388903655278
1,44.18,-79.44,1,-32.6388903655278
1,43.6,-79.6,1,-31.3518142167025
1,43.95,-79.43,1,-32.6388903655278
1,43.65,-79.5,1,-31.3518142167025
1,43.98306,-79.38661,1,-32.6388903655278
1,44,-79.38,1,-32.6388903655278
1,43.64,-79.49,1,-31.3518142167025
1,43.64,-79.48,1,-31.3518142167025
1,43.62,-79.48,1,-31.3518142167025
1,43.64,-79.47,1,-31.3518142167025
1,67.18071,-63.25413,1,-37.8748387170525
1,58.86694,-71.71694,1,-43.8929556919942
1,45.55,-78.64,1,-35.7939191575388
1,58.23278,-72.06694,1,-43.9318083696581
1,58.21694,-71.95,1,-43.9318083696581
1,43.82,-79.1,1,-32.0542757579761
1,60.78278,-69.83278,1,-40.4862198645182
1,62.83556,-67.35611,1,-38.2085100178732
1,55.00917,-73.51667,1,-44.1647605549937
1,57.65,-71.65,1,-44.1565314437093
1,44.54694,-78.24444,1,-32.6944966007264
1,44.1,-78.34,1,-31.4035196999356
1,44.08857,-78.32909,1,-31.4035196999356
1,44.60586,-78.0425,1,-32.020091050014
1,66.66,-61.796,1,-31.648153053413
1,44.16583,-78.10417,1,-32.020091050014
1,44.1,-78.1,1,-30.9781863688235
1,66.62137,-61.65087,1,-31.648153053413
1,46.03,-77.34,1,-36.4207109157959
1,44.3,-77.91667,1,-32.020091050014
1,63.66313,-65.174,1,-35.6678888077103
1,45.03333,-77.43333,1,-34.6519645296314
1,45.18333,-77.35,1,-34.6519645296314
1,44.9687,-77.29526,1,-34.5916943726059
1,63.38111,-64.70806,1,-34.4031380373445
1,44.85,-77.175,1,-33.2506202261631
1,44.81639,-77.18251,1,-33.2506202261631
1,44.48333,-77.05,1,-32.6150664696842
1,44.0075,-77.14,1,-30.798433818563
1,49.68333,-74.58333,1,-38.3134255991422
1,45.36333,-76.55417,1,-34.9181515410005
1,44.8,-76.68306,1,-32.6150664696842
1,44.51667,-76.6,1,-32.6150664696842
1,44.22,-76.7,1,-30.798433818563
1,45.6,-76.1,1,-34.4278908419544
1,45.46944,-75.80833,1,-34.4278908419544
1,45.71694,-75.44363,1,-34.7086624669777
1,54.35583,-70.35778,1,-42.4269979458602
1,45.7760200000001,-75.13719,1,-34.7086624669777
1,54.42361,-69.92972,1,-41.8415950008797
1,54.41889,-69.91889,1,-41.8415950008797
1,54.88333,-69.4,1,-41.7736780561689
1,46.05778,-74.46694,1,-34.7071419649942
1,46.17194,-74.39583,1,-34.7071419649942
1,45.94583,-74.37083,1,-34.3862456636207
1,45.99583,-73.99278,1,-34.3862456636207
1,45.96111,-73.86806,1,-33.7570803959762
1,46.27583,-73.47583,1,-34.4424554093646
1,46.72639,-73.03056,1,-34.832538355159
1,48.29389,-72.14694,1,-35.8102583779954
1,45.96083,-73.34194,1,-33.2741699248866
1,45.96389,-73.33083,1,-33.2741699248866
1,46.65417,-72.97889,1,-34.3736245999886
1,46.61389,-72.99861,1,-34.3736245999886
1,45.99194,-73.30278,1,-33.2741699248866
1,45.98889,-73.3,1,-33.2741699248866
1,55.25,-67.4,1,-40.0159238388587
1,46.78778,-72.83778,1,-34.3736245999886
1,46,-73.21694,1,-33.2741699248866
1,55.01667,-67.5,1,-40.0159238388587
1,45.54583,-73.31694,1,-32.2994345787327
1,45.54306,-73.31111,1,-32.2994345787327
1,54.8,-67.5,1,-40.1721999733434
1,48.3658300000001,-71.56694,1,-35.1031881722052
1,45.28278,-72.98278,1,-31.8401415998892
1,51.1212,-69.32098,1,-37.064631329306
1,56.78333,-64.83333,1,-37.2194489984704
1,56.76667,-64.81667,1,-37.2194489984704
1,46.89194,-71.80778,1,-33.9281059499638
1,45.35889,-72.58472,1,-31.4310685718091
1,47.90778,-71.175,1,-34.0162792248899
1,56.67,-64.68,1,-36.2260808232179
1,47.63972,-71.23583,1,-34.0162792248899
1,58.2,-63.03333,1,-31.7948438286422
1,46.1458299999999,-71.93583,1,-32.713703484765
1,47.07778,-71.42278,1,-33.4037827277881
1,53.9,-66.76667,1,-38.9507878658376
1,45.35499,-72.22857,1,-31.9244292050422
1,47.59722,-70.97639,1,-34.0162792248899
1,47.25778,-71.16278,1,-33.4879206051771
1,46.45,-71.5,1,-32.9585033836747
1,56.63333,-63.88333,1,-35.3420019580559
1,47.60972,-70.61583,1,-33.4169356700846
1,47.4816700000001,-70.68472,1,-33.3163798647061
1,46.93278,-70.93278,1,-32.9549044079989
1,52.93333,-66.95,1,-37.6577777559397
1,52.3228599999999,-67.3728,1,-36.9192178430674
1,47.49694,-70.37583,1,-33.4169356700846
1,45.67083,-71.325,1,-31.8700287393259
1,52.25,-67.06667,1,-36.1561835300025
1,46.58,-70.62,1,-32.5852018441635
1,46.27917,-70.59583,1,-32.5642608033458
1,46.71667,-70.3,1,-32.5852018441635
1,47.84389,-69.35278,1,-31.9150570543787
1,55.66667,-63.25,1,-34.0944252183729
1,47.45778,-69.45278,1,-31.820133864748
1,55.33333,-63.2,1,-33.9228577284471
1,47.53278,-68.94389,1,-31.4995040940972
1,51.4,-66.21667,1,-33.4817007366096
1,50.14028,-67.13194,1,-30.4881781026724
1,55.03333,-62.63333,1,-32.5984595180398
1,50.55,-66.26667,1,-31.0903827061929
1,52.55736,-63.63522,1,-32.5418128888944
1,48.91083,-66.125,1,-29.2958085692556
1,49.20778,-65.81278,1,-29.2958085692556
1,46.89286,-67.4015,1,-30.1580117724622
1,48.96694,-65.95,1,-28.2535629738293
1,49.15778,-65.76278,1,-28.2535629738293
1,47.8289,-66.184,1,-27.4765378374596
1,48.2375,-65.83889,1,-27.2490171719869
1,48.70971,-65.41466,1,-27.6263069752257
1,52.27362,-62.15026,1,-30.1210789232082
1,45.25246,-67.33336,1,-26.2555330074989
1,48.05194,-65.26694,1,-26.1747379583146
1,48.9375300000001,-64.59903,1,-25.9272785205977
1,53.33333,-60.58333,1,-27.9312344685459
1,48.19778,-64.94,1,-26.1747379583146
1,53.51667,-60.16667,1,-26.0876123585409
1,45.14255,-66.71497,1,-25.320922182782
1,45.30278,-66.07083,1,-24.4670090955575
1,54.4,-57.71667,1,-20.8721695976739
1,44.26389,-66.07917,1,-23.2363009488519
1,53.23333,-58.55,1,-24.2144892660617
1,46.67361,-64.075,1,-23.4867523519808
1,53.05,-57.75,1,-20.3771892181654
1,45.219,-64.3785,1,-22.4627303014073
1,52.26667,-58.05,1,-22.0777130048565
1,45.01667,-64.18333,1,-21.9328369586202
1,43.86933,-64.93446,1,-20.9329175896607
1,46.25,-63.025,1,-22.2661336061087
1,44.66762,-63.93757,1,-20.9472214876698
1,52.51667,-57.03333,1,-18.7253629129625
1,44.9798,-63.48817,1,-21.1327520942528
1,44.56333,-63.64278,1,-20.9472214876698
1,46.40833,-62.15,1,-20.6604370836648
1,52.45,-56.43333,1,-17.4355714998644
1,51.51667,-57.3,1,-17.4097475811433
1,45.69209,-62.30132,1,-20.9096572372243
1,48.61861,-58.965,1,-16.4679366453818
1,49.69,-57.71,1,-15.8449923297605
1,45.4216,-61.3644,1,-18.7500487201399
1,51.57333,-55.55,1,-15.4204603724033
1,48.26,-58.8,1,-16.9171010880626
1,46.06667,-60.39167,1,-17.6758324897234
1,45.65139,-60.675,1,-17.4698741650207
1,48.24,-58.24,1,-16.2055594879007
1,50.76889,-55.51667,1,-14.129249259057
1,50.03417,-56.19639,1,-13.6550892032209
1,48.93611,-55.50556,1,-13.0704760668549
1,48.57346,-55.42079,1,-13.0704760668549
1,48.2468900000001,-55.4959,1,-13.1725357669406
1,47.90515,-55.60073,1,-12.9712181901914
1,47.62651,-55.51443,1,-12.4943710088847
1,46.91944,-55.6125,1,-11.8626192149391
1,47.32222,-53.13333,1,-10.6509311429847
1,47.59028,-52.71389,1,-10.8829210696
1,47.57757,-52.7,1,-10.8829210696
1,57.1773,-170.24989,2,2.11913801883793
1,59.69581,-161.88648,2,-2.56731124030291
1,59.56277,-159.37703,2,-2.76255721679431
1,58.75139,-156.00243,2,1.67024936612354
1,60.21151,-159.77674,2,-4.30122445775299
1,59.7939,-158.5532,2,-3.19143565057484
1,63.63742,-171.61263,2,-11.0076295113347
1,63.62369,-171.49521,2,-11.0076295113347
1,63.66472,-171.55972,2,-11.0076295113347
1,63.67278,-171.59,2,-11.0076295113347
1,60.61082,-154.32255,2,-1.07462696405484
1,63.4461,-162.11413,2,-9.39237897065506
1,63.5,-162.2,2,-9.39237897065506
1,64.86667,-166.26667,2,-11.6775545015016
1,59.80001,-151.16,2,4.76124734088109
1,59.94242,-151.1123,2,4.76124734088109
1,60.21872,-151.3692,2,3.87552620735427
1,60.4719399999999,-151.29144,2,2.878766712932
1,60.4918,-150.91979,2,2.80712986733024
1,60.5885,-150.89721,2,2.80712986733024
1,60.62067,-150.76444,2,2.80712986733024
1,60.2538700000001,-149.91417,2,2.53763374318954
1,60.4518,-150.2566,2,2.87410974347906
1,60.7794,-150.84949,2,2.80712986733024
1,60.7148,-150.536,2,2.14405038434653
1,62.55151,-153.66508,2,-5.94540019344749
1,61.12,-149.48,2,0.578187217802645
1,66.34873,-164.093,2,-14.9161979504374
1,61.80956,-148.1769,2,-3.93364824619869
1,60.52977,-145.45606,2,-0.188433284971279
1,63.8383,-152.38243,2,-7.4875761716472
1,63.48333,-151.08333,2,-7.34443503384721
1,62.84226,-148.24906,2,-6.56860059353879
1,64.33333,-151.26667,2,-8.20296092546968
1,60.03333,-141.96667,2,-2.91499949195319
1,63.6582,-148.8076,2,-7.94707737182924
1,63.052,-147.426,2,-7.8303242238545
1,63.052,-147.39172,2,-7.8303242238545
1,63.88385,-149.26043,2,-7.94707737182924
1,63.18703,-147.59885,2,-7.8303242238545
1,63.8362,-149.0435,2,-8.96590187227022
1,66.76667,-157.21667,2,-18.1557709465873
1,52.54167,-131.79167,2,2.13689928975255
1,64.413,-149.908,2,-8.77103782965509
1,53.26667,-132.40833,2,2.53512008145333
1,67.86667,-160.43333,2,-19.7191264024382
1,68.15,-161.41667,2,-20.1260531018746
1,52.44771,-131.50477,2,2.13689928975255
1,52.94582,-131.76501,2,2.24050349052667
1,66.96667,-156.45,2,-17.5687782878638
1,63.02944,-146.06333,2,-9.74900144713143
1,63.0666700000001,-145.7,2,-9.74900144713143
1,53.92772,-132.11772,2,2.21669390499751
1,66.91667,-155.03333,2,-17.4632563604989
1,62.70848,-144.20405,2,-9.26411681616415
1,64.3443,-147.39653,2,-10.4166065696003
1,67.06911,-154.24697,2,-18.3266444978081
1,67.0666699999999,-154.23333,2,-18.3266444978081
1,66.11176,-151.4267,2,-14.5590354919361
1,64.8628,-147.9432,2,-11.930041348506
1,64.44444,-146.9075,2,-10.9135745662393
1,67.1333299999999,-153.9,2,-19.3548889539207
1,50.16625,-127.75256,2,-1.19859701160476
1,67.14722,-153.65,2,-19.3548889539207
1,50.18234,-127.69941,2,-1.19859701160476
1,63.98555,-145.54198,2,-10.2540492234626
1,67.68333,-155.03333,2,-20.362348523199
1,63.71111,-144.65,2,-10.4722105581262
1,68.13333,-156.03333,2,-21.2713460038398
1,68.4891,-157.0576,2,-22.1582005157368
1,67.93333,-155.05,2,-21.8008140354932
